object_id,category,title,caption,image_file_path
GSFC_20171208_Archive_e000054,nebula,Observatories Combine to Crack Open the Crab Nebula,"Astronomers have produced a highly detailed image of the Crab Nebula, by combining data from telescopes spanning nearly the entire breadth of the electromagnetic spectrum, from radio waves seen by the Karl G. Jansky Very Large Array (VLA) to the powerful X-ray glow as seen by the orbiting Chandra X-ray Observatory. And, in between that range of wavelengths, the Hubble Space Telescope's crisp visible-light view, and the infrared perspective of the Spitzer Space Telescope.  This video starts with a composite image of the Crab Nebula, a supernova remnant that was assembled by combining data from five telescopes spanning nearly the entire breadth of the electromagnetic spectrum: the Very Large Array, the Spitzer Space Telescope, the Hubble Space Telescope, the XMM-Newton Observatory, and the Chandra X-ray Observatory. The video dissolves to the red-colored radio-light view that shows how a neutron star’s fierce “wind” of charged particles from the central neutron star energized the nebula, causing it to emit the radio waves. The yellow-colored infrared image includes the glow of dust particles absorbing ultraviolet and visible light. The green-colored Hubble visible-light image offers a very sharp view of hot filamentary structures that permeate this nebula. The blue-colored ultraviolet image and the purple-colored X-ray image shows the effect of an energetic cloud of electrons driven by a rapidly rotating neutron star at the center of the nebula.  Read more: <a href=""https://go.nasa.gov/2r0s8VC"" rel=""nofollow"">go.nasa.gov/2r0s8VC</a>  Credits: NASA, ESA, J. DePasquale (STScI)",vlm_images/GSFC_20171208_Archive_e000054.jpg
PIA07343,nebula,Ring Beholds a Delicate Flower,"NASA Spitzer Space Telescope finds a delicate flower in the Ring Nebula, as shown in this image. The outer shell of this planetary nebula looks surprisingly similar to the delicate petals of a camellia blossom.",vlm_images/PIA07343.jpg
ARC-2010-ACD10-0054-007,nebula,ARC-2010-ACD10-0054-007,Nebula Containerized Server at the NASA Ames Research Center.,vlm_images/ARC-2010-ACD10-0054-007.jpg
ARC-2010-ACD10-0054-011,nebula,ARC-2010-ACD10-0054-011,Nebula Containerized Server at the NASA Ames Research Center.,vlm_images/ARC-2010-ACD10-0054-011.jpg
ARC-2010-ACD10-0054-004,nebula,ARC-2010-ACD10-0054-004,Nebula Containerized Server at the NASA Ames Research Center.,vlm_images/ARC-2010-ACD10-0054-004.jpg
PIA14728,nebula,Into the Depths of the Lagoon Nebula,Swirling dust clouds and bright newborn stars dominate the view in this image of the Lagoon nebula from NASA Spitzer Space Telescope. The nebula lies in the general direction of the center of our galaxy in the constellation Sagittarius.,vlm_images/PIA14728.jpg
GSFC_20171208_Archive_e000191,star cluster,Hubble Admires a Youthful Globular Star Cluster,"Hubble sees an unusal global cluster that is enriching the interstellar medium with metals  Globular clusters offer some of the most spectacular sights in the night sky. These ornate spheres contain hundreds of thousands of stars, and reside in the outskirts of galaxies. The Milky Way contains over 150 such clusters — and the one shown in this NASA/ESA Hubble Space Telescope image, named NGC 362, is one of the more unusual ones.  As stars make their way through life they fuse elements together in their cores, creating heavier and heavier elements — known in astronomy as metals — in the process. When these stars die, they flood their surroundings with the material they have formed during their lifetimes, enriching the interstellar medium with metals. Stars that form later therefore contain higher proportions of metals than their older relatives.  By studying the different elements present within individual stars in NGC 362, astronomers discovered that the cluster boasts a surprisingly high metal content, indicating that it is younger than expected. Although most globular clusters are much older than the majority of stars in their host galaxy, NGC 362 bucks the trend, with an age lying between 10 and 11 billion years old. For reference, the age of the Milky Way is estimated to be above 13 billion years.  This image, in which you can view NGC 362’s individual stars, was taken by Hubble’s Advanced Camera for Surveys (ACS).  Credit: ESA/Hubble&amp; NASA  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e000191.jpg
GSFC_20171208_Archive_e001677,star cluster,Hubble Watches Star Clusters on a Collision Course,"Image release August 16, 2012  Astronomers using data from NASA's Hubble Space Telescope have caught two clusters full of massive stars that may be in the early stages of merging. The 30 Doradus Nebula is 170,000 light-years from Earth. What at first was thought to be only one cluster in the core of the massive star-forming region 30 Doradus has been found to be a composite of two clusters that differ in age by about one million years.  The entire 30 Doradus complex has been an active star-forming region for 25 million years, and it is currently unknown how much longer this region can continue creating new stars. Smaller systems that merge into larger ones could help to explain the origin of some of the largest known star clusters. The Hubble observations, made with the Wide Field Camera 3, were taken Oct. 20-27, 2009. The blue color is light from the hottest, most massive stars; the green from the glow of oxygen; and the red from fluorescing hydrogen.  To read more about this image go to: <a href=""http://www.nasa.gov/mission_pages/hubble/science/cluster-collision.html"" rel=""nofollow"">www.nasa.gov/mission_pages/hubble/science/cluster-collisi...</a>  Image Credit: NASA, ESA, and E. Sabbi (ESA/STScI)  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASA_GoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e001677.jpg
PIA14096,star cluster,Star Cluster Overshadowed by Infrared Objects,Star clusters such as the Pleiades are often considered some of the most beautiful objects in the sky. This image of the star cluster NGC 2259 is from NASA Wide-field Infrared Survey Explorer.,vlm_images/PIA14096.jpg
GSFC_20171208_Archive_e001789,star cluster,Young Stars at Home in Ancient Cluster,"NASA image release February 8, 2012  Looking like a hoard of gems fit for an emperor's collection, this deep sky object called NGC 6752 is in fact far more worthy of admiration. It is a globular cluster, and at over 10 billion years old is one the most ancient collections of stars known. It has been blazing for well over twice as long as our solar system has existed.  NGC 6752 contains a high number of &quot;blue straggler'' stars, some of which are visible in this image. These stars display characteristics of stars younger than their neighbors, despite models suggesting that most of the stars within globular clusters should have formed at approximately the same time. Their origin is therefore something of a mystery.  Studies of NGC 6752 may shed light on this situation. It appears that a very high number -- up to 38 percent -- of the stars within its core region are binary systems. Collisions between stars in this turbulent area could produce the blue stragglers that are so prevalent.  Lying 13,000 light-years distant, NGC 6752 is far beyond our reach, yet the clarity of Hubble's images brings it tantalizingly close.  Credit: ESA/Hubble &amp; NASA  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASA_GoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e001789.jpg
hubble-peers-into-the-most-crowded-place-in-the-milky-way_18051161100_o,star cluster,The most crowded place in the Milky Way,"This new NASA/ESA Hubble Space Telescope image presents the Arches Cluster, the densest known star cluster in the Milky Way. It is located about 25 000 light-years from Earth in the constellation of Sagittarius (The Archer), close to the heart of our galaxy, the Milky Way. It is, like its neighbour the Quintuplet Cluster, a fairly young astronomical object at between two and four million years old. The Arches cluster is so dense that in a region with a radius equal to the distance between the Sun and its nearest star there would be over 100 000 stars! At least 150 stars within the cluster are among the brightest ever discovered in the the Milky Way. These stars are so bright and massive, that they will burn their fuel within a short time, on a cosmological scale, just a few million years, and die in spectacular supernova explosions. Due to the short lifetime of the stars in the cluster, the gas between the stars contains an unusually high amount of heavier elements, which were produced by earlier generations of stars. Despite its brightness the Arches Cluster cannot be seen with the naked eye. The visible light from the cluster is completely obscured by gigantic clouds of dust in this region. To make the cluster visible astronomers have to use detectors which can collect light from the X-ray, infrared, and radio bands, as these wavelengths can pass through the dust clouds. This observation shows the Arches Cluster in the infrared and demonstrates the leap in Hubble’s performance since its 1999 image of same object.",vlm_images/hubble-peers-into-the-most-crowded-place-in-the-milky-way_18051161100_o.jpg
PIA13123,star cluster,WISE Reveals a Hidden Star Cluster,NASA Wide-field Infrared Survey Explorer has seen a cluster of newborn stars enclosed in a cocoon of dust and gas in the constellation Camelopardalis.,vlm_images/PIA13123.jpg
PIA13335,star cluster,Ancient Galaxy Cluster Still Producing Stars,"Astronomers have found that stars are forming more rapidly in the center of a distant galaxy cluster than at its edges, which is completely reversed from galaxy clusters seen in the local universe.",vlm_images/PIA13335.jpg
PIA12788,star cluster,Catching a Cluster of Stars,"While NASA Cassini spacecraft was pointed to study Saturn F ring, it happened to catch a globular star cluster passing through the camera field of view. Animations are available at the Photojournal.",vlm_images/PIA12788.jpg
hubble-uncovering-the-secrets-of-the-quintuplet-cluster_19779352405_o,star cluster,Uncovering the secrets of the Quintuplet Cluster,"Although this cluster of stars gained its name due to its five brightest stars, it is home to hundreds more. The huge number of massive young stars in the cluster is clearly captured in this NASA/ESA Hubble Space Telescope image. The cluster is located close to the Arches Cluster and is just 100 light-years from the centre of our galaxy. The cluster’s proximity to the dust at the centre of the galaxy means that much of its visible light is blocked, which helped to keep the cluster unknown until its discovery in 1990, when it was revealed by observations in the infrared. Infrared images of the cluster, like the one shown here, allow us to see through the obscuring dust to the hot stars in the cluster. The Quintuplet Cluster hosts two extremely rare luminous blue variable stars: the Pistol Star and the lesser known V4650 Sgr. If you were to draw a line horizontally through the centre of this image from left to right, you could see the Pistol Star hovering just above the line about one third of the way along it. The Pistol Star is one of the most luminous known stars in the Milky Way and takes its name from the shape of the Pistol Nebula that it illuminates, but which is not visible in this infrared image. The exact age and future of the Pistol Star are uncertain, but it is expected to end in a supernova or even a hypernova in one to three million years. The cluster also contains a number of red supergiants. These stars are among the largest in the galaxy and are burning their fuel at an incredible speed, meaning they will have a very short lifetime. Their presence suggests an average cluster age of nearly four million years. At the moment these stars are on the verge of exploding as supernovae. During their spectacular deaths they will release vast amounts of energy which, in turn, will heat the material — dust and gas — between the other stars. This observation shows the Quintuplet Cluster in the infrared and demonstrates the leap in Hubble’s performance sinc",vlm_images/hubble-uncovering-the-secrets-of-the-quintuplet-cluster_19779352405_o.jpg
PIA11986,star cluster,Cluster of Stars in Kepler Sight,"This image zooms into a small portion of NASA Kepler full field of view, an expansive, 100-square-degree patch of sky in our Milky Way galaxy. An eight-billion-year-old cluster of stars 13,000 light-years from Earth, called NGC 6791, can be seen in the image. Clusters are families of stars that form together out of the same gas cloud. This particular cluster is called an open cluster, because the stars are loosely bound and have started to spread out from each other.  The area pictured is 0.2 percent of Kepler's full field of view, and shows hundreds of stars in the constellation Lyra. The image has been color-coded so that brighter stars appear white, and fainter stars, red. It is a 60-second exposure, taken on April 8, 2009, one day after the spacecraft's dust cover was jettisoned.  Kepler was designed to hunt for planets like Earth. The mission will spend the next three-and-a-half years staring at the same stars, looking for periodic dips in brightness. Such dips occur when planets cross in front of their stars from our point of view in the galaxy, partially blocking the starlight.  To achieve the level of precision needed to spot planets as small as Earth, Kepler's images are intentionally blurred slightly. This minimizes the number of saturated stars. Saturation, or ""blooming,"" occurs when the brightest stars overload the individual pixels in the detectors, causing the signal to spill out into nearby pixels.  http://photojournal.jpl.nasa.gov/catalog/PIA11986",vlm_images/PIA11986.jpg
GSFC_20171208_Archive_e000282,star cluster,Hubble Friday - Heavy Metal Stars,"Hubble rocks out with heavy metal stars!  This 10.5-billion-year-old globular cluster, NGC 6496, is home to heavy-metal stars of a celestial kind! The stars comprising this spectacular spherical cluster are enriched with much higher proportions of metals — elements heavier than hydrogen and helium are curiously known as metals in astronomy — than stars found in similar clusters.  A handful of these high-metallicity stars are also variable stars, meaning that their brightness fluctuates over time. NGC 6496 hosts a selection of long-period variables — giant pulsating stars whose brightness can take up to, and even over, a thousand days to change — and short-period eclipsing binaries, which dim when eclipsed by a stellar companion.  The nature of the variability of these stars can reveal important information about their mass, radius, luminosity, temperature, composition, and evolution, providing astronomers with measurements that would be difficult or even impossible to obtain through other methods.  NGC 6496 was discovered in 1826 by Scottish astronomer James Dunlop. The cluster resides at about 35,000 light-years away in the southern constellation of Scorpius (The Scorpion).  Image credit: ESA/Hubble &amp; NASA, Acknowledgement: Judy Schmidt Text credit: European Space Agency  Read more: <a href=""http://go.nasa.gov/1U2wqGW"" rel=""nofollow"">go.nasa.gov/1U2wqGW</a>",vlm_images/GSFC_20171208_Archive_e000282.jpg
GSFC_20171208_Archive_e000679,star cluster,Hubble Uncovering the Secrets of the Quintuplet Cluster,"Although this cluster of stars gained its name due to its five brightest stars, it is home to hundreds more. The huge number of massive young stars in the cluster is clearly captured in this NASA/ESA Hubble Space Telescope image.  The cluster is located close to the Arches Cluster and is just 100 light-years from the center of our galaxy. The cluster’s proximity to the dust at the center of the galaxy means that much of its visible light is blocked, which helped to keep the cluster unknown until its discovery in 1990, when it was revealed by infrared observations. Infrared images of the cluster, like the one shown here, allow us to see through the obscuring dust to the hot stars in the cluster.  The Quintuplet Cluster hosts two extremely rare luminous blue variable stars: the Pistol Star and the lesser known V4650 Sgr. If you were to draw a line horizontally through the center of this image from left to right, you could see the Pistol Star hovering just above the line about one third of the way along it. The Pistol Star is one of the most luminous known stars in the Milky Way and takes its name from the shape of the Pistol Nebula that it illuminates, but which is not visible in this infrared image. The exact age and future of the Pistol Star are uncertain, but it is expected to end in a supernova or even a hypernova in one to three million years.  The cluster also contains a number of red supergiants. These stars are among the largest in the galaxy and are burning their fuel at an incredible speed, meaning they will have a very short lifetime. Their presence suggests an average cluster age of nearly four million years. At the moment these stars are on the verge of exploding as supernovae. During their spectacular deaths they will release vast amounts of energy which, in turn, will heat the material — dust and gas — between the other stars. This observation shows the Quintuplet Cluster in the infrared and demonstrates the leap in Hubble’s performance since its 1999 image of same object.  Credit: ESA/NASA  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e000679.jpg
GSFC_20171208_Archive_e002049,star cluster,Starburst Cluster Shows Celestial Fireworks,"NASA image release June 6, 2010  Like a July 4 fireworks display a young, glittering collection of stars looks like an aerial burst. The cluster is surrounded by clouds of interstellar gas and dust - the raw material for new star formation. The nebula, located 20,000 light-years away in the constellation Carina, contains a central cluster of huge, hot stars, called NGC 3603.  This environment is not as peaceful as it looks. Ultraviolet radiation and violent stellar winds have blown out an enormous cavity in the gas and dust enveloping the cluster, providing an unobstructed view of the cluster.  Most of the stars in the cluster were born around the same time but differ in size, mass, temperature, and color. The course of a star's life is determined by its mass, so a cluster of a given age will contain stars in various stages of their lives, giving an opportunity for detailed analyses of stellar life cycles. NGC 3603 also contains some of the most massive stars known. These huge stars live fast and die young, burning through their hydrogen fuel quickly and ultimately ending their lives in supernova explosions.  Star clusters like NGC 3603 provide important clues to understanding the origin of massive star formation in the early, distant universe. Astronomers also use massive clusters to study distant starbursts that occur when galaxies collide, igniting a flurry of star formation. The proximity of NGC 3603 makes it an excellent lab for studying such distant and momentous events.  This Hubble Space Telescope image was captured in August 2009 and December 2009 with the Wide Field Camera 3 in both visible and infrared light, which trace the glow of sulfur, hydrogen, and iron.  The Hubble Space Telescope is a project of international cooperation between NASA and the European Space Agency. NASA’s Goddard Space Flight Center manages the telescope. The Space Telescope Science Institute (STScI) conducts Hubble science operations. STScI is operated for NASA by the Association of Universities for Research in Astronomy, Inc. in Washington, D.C.  Credit: NASA, ESA, R. O'Connell (University of Virginia), F. Paresce (National Institute for Astrophysics, Bologna, Italy), E. Young (Universities Space Research Association/Ames Research Center), the WFC3 Science Oversight Committee, and the Hubble Heritage Team (STScI/AURA)  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b>  is home to the nation's largest organization of combined scientists, engineers and technologists that build spacecraft, instruments and new technology to study the Earth, the sun, our solar system, and the universe.",vlm_images/GSFC_20171208_Archive_e002049.jpg
GSFC_20171208_Archive_e000256,star cluster,A Hubble Sky Full of Stars,"So Coldplay isn't the only one to see a sky full of stars, these are 22K light-years away  Located approximately 22,000 light-years away in the constellation of Musca (The Fly), this tightly packed collection of stars — known as a globular cluster — goes by the name of NGC 4833. This NASA/ESA Hubble Space Telescope image shows the dazzling stellar group in all its glory.  NGC 4833 is one of the over 150 globular clusters known to reside within the Milky Way. These objects are thought to contain some of the oldest stars in our galaxy. Studying these ancient cosmic clusters can help astronomers to unravel how a galaxy formed and evolved, and give an idea of the galaxy’s age.  Globular clusters are responsible for some of the most striking sights in the cosmos, with hundreds of thousands of stars congregating in the same region of space. Hubble has observed many of these clusters during its time in orbit around our planet, each as breathtaking as the last.  bit.ly/2b85p36   Image credit: ESA/Hubble and NASA  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e000256.jpg
GSFC_20171208_Archive_e000635,star cluster,Hubble Sees a Youthful Cluster,"Shown here in a new image taken with the Advanced Camera for Surveys (ACS) on board the NASA/ESA Hubble Space Telescope is the globular cluster NGC 1783. This is one of the biggest globular clusters in the Large Magellanic Cloud, a satellite galaxy of our own galaxy, the Milky Way, in the southern hemisphere constellation of Dorado.  First observed by John Herschel in 1835, NGC 1783 is nearly 160,000 light-years from Earth, and has a mass around 170,000 times that of the sun.  Globular clusters are dense collections of stars held together by their own gravity, which orbit around galaxies like satellites. The image clearly shows the symmetrical shape of NGC 1783 and the concentration of stars towards the center, both typical features of globular clusters.  By measuring the color and brightness of individual stars, astronomers can deduce an overall age for a cluster and a picture of its star formation history. NGC 1783 is thought to be less than one and a half billion years old — which is very young for globular clusters, which are typically several billion years old. During that time, it is thought to have undergone at least two periods of star formation, separated by 50 to 100 million years.  This ebb and flow of star-forming activity is an indicator of how much gas is available for star formation at any one time. When the most massive stars created in the first burst of formation explode as supernovae they blow away the gas needed to form further stars, but the gas reservoir can later be replenished by less massive stars which last longer and shed their gas less violently. After this gas flows to the dense central regions of the star cluster, a second phase of star formation can take place and once again the short-lived massive stars blow away any leftover gas. This cycle can continue a few times, at which time the remaining gas reservoir is thought to be too small to form any new stars.  Image credit: ESA/Hubble &amp; NASA,  Acknowledgement: Judy Schmidt  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",vlm_images/GSFC_20171208_Archive_e000635.jpg
PIA15802,star cluster,Starry Starry Skies Artist Concept,"Astronomers have discovered two gas giant planets orbiting stars in the Beehive cluster, a collection of about 1,000 tightly packed stars.",vlm_images/PIA15802.jpg
PIA16438,star cluster,A Nearby Stellar Cradle,"The Milky Way and other galaxies in the universe harbor many young star clusters and associations that each contain hundreds to thousands of hot, massive, young stars known as O and B stars.",vlm_images/PIA16438.jpg
PIA15659,star cluster,A Star-Bursting Filament,"ESA Herschel Space Observatory has discovered a giant, galaxy-packed filament ablaze with billions of new stars. The filament connects two clusters of galaxies that, along with a third cluster, will smash together in several billion years.",vlm_images/PIA15659.jpg
PIA10227,star cluster,Celestial Cities and the Roads That Connect Them,Observations from NASA Spitzer Space Telescope show that filamentary galaxies form stars at twice the rate of their densely clustered counterparts. This is a representation of galaxies in and surrounding a galaxy cluster called Abell 1763.,vlm_images/PIA10227.jpg
PIA13121,star cluster,Seven Sisters Get WISE,"This image shows the famous Pleiades cluster of stars as seen through the eyes of NASA Wide-field Infrared Survey Explorer; they are what astronomers call an open cluster of stars, loosely bound to each other to eventually go their separate ways.",vlm_images/PIA13121.jpg
PIA07141,star cluster,Star Treatment,NASA New Horizons team calibrates the Long Range Reconnaissance Imager LORRI by taking pictures of the open star cluster M7.,vlm_images/PIA07141.jpg
PIA05266,star cluster,Spitzer Telescope Sends Rose for Valentine Day,"A cluster of newborn stars herald their birth in this interstellar Valentine Day commemorative picture obtained with NASA Spitzer Space Telescope. These bright young stars are found in a rosebud-shaped and rose-colored nebulosity known as NGC 7129. The star cluster and its associated nebula are located at a distance of 3300 light-years in the constellation Cepheus.  A recent census of the cluster reveals the presence of 130 young stars. The stars formed from a massive cloud of gas and dust that contains enough raw materials to create a thousand Sun-like stars. In a process that astronomers still poorly understand, fragments of this molecular cloud became so cold and dense that they collapsed into stars. Most stars in our Milky Way galaxy are thought to form in such clusters.  The Spitzer Space Telescope image was obtained with an infrared array camera that is sensitive to invisible infrared light at wavelengths that are about ten times longer than visible light. In this four-color composite, emission at 3.6 microns is depicted in blue, 4.5 microns in green, 5.8 microns in orange, and 8.0 microns in red. The image covers a region that is about one quarter the size of the full moon.  As in any nursery, mayhem reigns. Within the astronomically brief period of a million years, the stars have managed to blow a large, irregular bubble in the molecular cloud that once enveloped them like a cocoon. The rosy pink hue is produced by glowing dust grains on the surface of the bubble being heated by the intense light from the embedded young stars. Upon absorbing ultraviolet and visible-light photons produced by the stars, the surrounding dust grains are heated and re-emit the energy at the longer infrared wavelengths observed by Spitzer. The reddish colors trace the distribution of molecular material thought to be rich in hydrocarbons.  The cold molecular cloud outside the bubble is mostly invisible in these images. However, three very young stars near the center of the image are sending jets of supersonic gas into the cloud. The impact of these jets heats molecules of carbon monoxide in the cloud, producing the intricate green nebulosity that forms the stem of the rosebud.  Not all stars are formed in clusters. Away from the main nebula and its young cluster are two smaller nebulae, to the left and bottom of the central 'rosebud,'each containing a stellar nursery with only a few young stars.  Astronomers believe that our own Sun may have formed billions of years ago in a cluster similar to NGC 7129. Once the radiation from new cluster stars destroys the surrounding placental material, the stars begin to slowly drift apart.  http://photojournal.jpl.nasa.gov/catalog/PIA05266",vlm_images/PIA05266.jpg
PIA10372,star cluster,Omega Centauri Looks Radiant in Infrared,"A cluster brimming with millions of stars glistens like an iridescent opal in this image from NASA Spitzer Space Telescope. Called Omega Centauri, the sparkling orb of stars is like a miniature galaxy.",vlm_images/PIA10372.jpg
PIA09262,star cluster,Pink Pleiades,"The Seven Sisters, also known as the Pleiades star cluster, seem to float on a bed of feathers in a new infrared image from NASA Spitzer Space Telescope. Clouds of dust sweep around the stars, swaddling them in a cushiony veil.",vlm_images/PIA09262.jpg
PIA04231,star cluster,White Dwarf Stars,"Peering deep inside a cluster of several hundred thousand stars, NASA Hubble Space Telescope has uncovered the oldest burned-out stars in our Milky Way Galaxy, giving astronomers a fresh reading on the age of the universe.",vlm_images/PIA04231.jpg
PIA13843,star cluster,The Case of the Disappearing Continent,This infrared image from NASA Spitzer Space Telescope shows a swirling landscape of stars known as the North America nebula. Clusters of young stars about one million years old can be found throughout the image.,vlm_images/PIA13843.jpg
PIA09263,star cluster,The Seven Sisters Pose for Spitzer,"The Seven Sisters, also known as the Pleiades star cluster, seem to float on a bed of feathers in a new infrared image from NASA Spitzer Space Telescope. Clouds of dust sweep around the stars, swaddling them in a cushiony veil.",vlm_images/PIA09263.jpg
PIA20468,star cluster,Hubble Unveils a Tapestry of Dazzling Diamond-Like Stars,"Resembling an opulent diamond tapestry, this image from NASA Hubble Space Telescope shows a glittering star cluster that contains a collection of some of the brightest stars seen in our Milky Way galaxy called Trumpler 14.",vlm_images/PIA20468.jpg
PIA15801,star cluster,Bees in the Beehive,"This image of the Beehive star cluster points out the location of its first known planets, Pr0201b and Pr0211b, or, as astronomers call them, the first b in the Beehive.",vlm_images/PIA15801.jpg
